Ligand,3FGU,3S41,4RCH,7T78,4ISF,4DCH,4DHY,5V4X,4NO7,3F9M,3VEY,3IDH,7T79,6E0I,3IMX,4ISE,3ID8,3VEV,3VF6,5V4W,1V4S,eA,XGB,Predicted probability
decoy4664.ZINC16266737,-7.65351915,-9.32309246,-9.20823288,-9.43245029,-8.26079464,-9.53504848,-9.37041283,-8.70816898,-8.23590565,-7.3231101,-7.84190893,-9.59020901,-7.80777884,-8.21055031,-10.1063757,-8.81802177,-7.36839056,-9.74066639,-9.88529015,-8.31998539,-7.60374832,-8.683031468095237,0.0,0.0
decoy1356.ZINC23086544,-7.52562809,-8.04496002,-8.74301243,-6.6362915,-8.93990517,-9.56944466,-8.74870205,-10.325243,-6.96043777,-6.85330296,-8.15872765,-7.43615675,-6.72570705,-8.30654812,-9.9760313,-9.46755409,-7.20912933,-9.81059742,-9.36988258,-9.5712471,-7.69872427,-8.384630157619045,0.0,0.0
decoy2280.ZINC61465556,-7.60401678,-8.57492161,-9.12256813,-8.01085949,-8.34198952,-7.9349494,-8.5397625,-8.24374008,-8.32378769,-8.64697456,-8.1942749,-8.64616299,-9.37115669,-7.92171288,-9.15312481,-7.96298885,-9.05835533,-9.50566769,-8.06921291,-7.70506287,-9.05418968,-8.475499017142859,0.0,0.0
decoy2581.ZINC49052137,-7.72166634,-7.26445293,-8.30055618,-8.18634224,-7.87505817,-7.74311686,-7.49189091,-7.94494438,-8.03935337,-8.52276611,-8.43754101,-8.24229145,-7.99197054,-7.80028439,-7.8363061,-7.99201488,-8.29214764,-9.62545204,-7.76476574,-8.05427742,-8.85505581,-8.094393071904763,0.0,0.0
decoy558.ZINC11698046,-8.59113407,-9.78109169,-10.101222,-8.79593468,-9.14941692,-9.75937653,-9.71216869,-9.34863949,-9.25880623,-8.26348209,-7.82713842,-8.99192142,-9.80528927,-8.96317196,-9.6097908,-8.99304199,-8.71585274,-10.4109049,-9.17377663,-9.15564823,-9.91811275,-9.25361530952381,0.0,0.0
decoy2031.ZINC39958936,-6.67944765,-8.09455204,-8.27007771,-7.60503387,-8.09739113,-6.74239922,-8.09089565,-6.30903053,-6.42094851,-6.95860577,-7.41008186,-7.0575285,-7.02241802,-7.5197134,-7.713346,-5.83654404,-6.98203087,-8.34678173,-7.28694582,-7.40843105,-7.18955851,-7.287702946666668,0.0,0.0
decoy1568.ZINC59459435,-7.452775,-8.20208454,-8.76274395,-8.08182621,-9.63505268,-7.7179575,-9.0038929,-9.38714504,-6.31180382,-6.61443615,-7.55350876,-8.02770424,-8.35938644,-8.85949707,-8.80656528,-9.27880287,-7.29264259,-8.46015167,-8.75583458,-9.0628643,-6.70515871,-8.206277823809526,0.0,0.0
decoy4747.ZINC62695284,-9.1669178,-9.1972456,-9.46929836,-10.1036959,-10.3210497,-10.6130419,-9.18040562,-9.40138054,-9.53998375,-8.7089386,-9.69151688,-9.75547695,-10.8298979,-8.75488758,-10.3821306,-10.4980001,-10.1244478,-10.7379026,-10.3553324,-10.259016,-9.16762829,-9.821818803333336,0.0,0.0
decoy1948.ZINC26006621,-8.1371212,-8.90950298,-9.41390705,-9.29687595,-10.5997114,-9.6126318,-8.91390896,-9.31723976,-9.94909859,-7.19887543,-7.44365549,-8.78199196,-9.14355373,-9.13884068,-11.3432388,-10.7926645,-7.8733964,-10.6098185,-10.1333332,-9.55908394,-8.43422413,-9.266794021428572,0.0,0.0
decoy1839.ZINC00871820,-8.32408714,-8.89688206,-9.99264431,-8.08623219,-9.09711361,-9.06861877,-9.12440205,-9.87448215,-7.8900485,-8.42123795,-8.88694191,-8.47005272,-7.15968275,-9.43617058,-9.60955048,-9.43401623,-8.56619835,-10.2015696,-8.47766876,-9.98148155,-8.29329109,-8.918684416666668,0.0,0.0
decoy3977.ZINC04918463,-7.74558592,-7.46855736,-8.04739571,-8.05125332,-8.59783363,-7.27913809,-7.42795849,-7.74019337,-7.7782588,-6.4994545,-7.0381484,-7.39125013,-8.54979801,-7.57950163,-8.34579945,-7.44101954,-7.66278696,-9.00091362,-7.27946901,-7.59033346,-7.09063101,-7.695489543333333,0.0,0.0
decoy3667.ZINC13561616,-8.51297188,-8.85723877,-9.22335339,-9.57662964,-9.53612995,-9.84865761,-8.86501026,-9.5457716,-9.24018574,-9.09119034,-8.878438,-9.18102169,-9.77762032,-9.05840683,-9.0979929,-9.56081772,-9.98776436,-10.3270597,-9.29287148,-9.70484066,-9.51791,-9.365803944761906,0.0,0.0
decoy596.ZINC60342253,-8.71041393,-8.74240303,-8.91772652,-8.48915482,-8.36698723,-8.47206402,-8.69752026,-8.68871975,-6.93780327,-6.70707989,-7.2739501,-7.43223524,-8.7871685,-8.94993401,-8.62122917,-7.8928442,-8.18191338,-8.81481934,-8.39801788,-8.24693108,-7.39255714,-8.224832036190477,0.0,0.0
decoy1734.ZINC06897053,-7.95222235,-8.49836731,-8.69631767,-8.86642838,-9.40995598,-9.91075611,-8.53215694,-9.93551064,-9.39520836,-6.9952445,-7.88268375,-8.42474461,-9.12995529,-8.3882761,-8.92629528,-9.56616211,-9.04881287,-9.86688137,-8.70733547,-9.2921648,-8.70520782,-8.863366081428572,0.0,0.0
decoy1613.ZINC05234272,-8.27476406,-8.84837151,-9.31442356,-9.45480156,-8.41479397,-9.51517677,-8.9892416,-8.74222469,-8.19888401,-8.49727345,-8.68421173,-8.97388363,-9.15937805,-9.17778683,-9.67823219,-9.25658512,-8.5946455,-10.3184967,-8.85755348,-9.62715435,-9.49892998,-9.051276797142858,0.0,0.0
decoy1841.ZINC04645886,-7.29191399,-7.62146282,-8.4851408,-8.1770649,-8.81045628,-6.21092224,-7.34376764,-7.28118372,-6.62249947,-6.52278137,-7.41757584,-6.70246553,-5.87094164,-6.95576191,-7.92886209,-8.87137985,-6.91592693,-7.87601566,-7.63298368,-7.50994873,-6.19534588,-7.344971474761904,0.0,0.0
decoy1809.ZINC18902453,-6.71163988,-8.28459263,-8.01777458,-8.53042793,-8.11114883,-9.01826572,-8.28280544,-8.39104176,-7.62260151,-7.79686689,-8.22598839,-8.09057426,-8.02444649,-7.79607439,-8.59445381,-8.48061562,-7.710989,-8.87538528,-7.69498682,-9.00963211,-7.57529116,-8.135504880952382,0.0,0.0
decoy2133.ZINC09905133,-9.65097523,-9.44284534,-9.94188309,-9.9060173,-9.65994167,-9.62559319,-9.427248,-9.50822258,-8.44475651,-7.84831095,-8.21817398,-9.03861523,-9.85718918,-9.01143265,-9.27234364,-9.81234837,-8.80892944,-10.4577942,-8.44555187,-10.2411985,-8.25317097,-9.279644851904761,0.0,0.0
decoy177.ZINC15903518,-8.5052433,-9.45696449,-9.53940582,-9.83858585,-10.3534908,-9.67710781,-9.18281746,-10.3005314,-9.25492573,-7.91714334,-8.91445446,-9.36520004,-9.68422699,-8.5726223,-9.72928619,-10.910552,-8.18545341,-11.6191921,-9.21460152,-10.1363249,-7.82481909,-9.437283285714287,0.0,0.0
decoy1642.ZINC20437369,-7.8479147,-8.93485832,-9.90552711,-8.02677345,-7.97331238,-9.42358303,-7.78424263,-9.07441711,-6.72473669,-7.92457819,-9.00801086,-8.6148901,-7.88271379,-9.31542301,-8.99942398,-8.51043892,-8.45385742,-10.6461487,-8.33858585,-9.76042557,-7.70135355,-8.611962636190476,0.0,0.0
decoy1016.ZINC03436896,-8.93280697,-10.1463614,-10.0912657,-10.531559,-10.8240891,-10.7263222,-10.2546034,-11.2060699,-10.8853064,-8.99877167,-9.37182808,-9.55782032,-10.6902161,-9.75774574,-10.5353146,-11.1739254,-10.2015753,-12.2216177,-10.7091417,-11.0288076,-10.875721,-10.415279489523808,0.0,0.0
decoy4208.ZINC56199835,-7.84487295,-7.67078114,-8.56165028,-8.36533451,-7.59808302,-8.27139568,-7.68124914,-7.86805105,-8.28652859,-6.96162415,-7.89680481,-8.3120966,-8.29812908,-8.17532158,-8.18942451,-8.09127998,-8.71772194,-9.71450996,-8.40942097,-8.9319973,-8.42617416,-8.203450066666665,0.0,0.0
active73.CHEMBL559975,-8.94161415,-10.4942513,-10.4647989,-11.0840778,-10.826828,-10.9211855,-10.5167475,-10.5527563,-8.17138577,-8.48378086,-8.66017151,-9.88027763,-8.20224667,-10.0660954,-9.36211967,-11.1591759,-8.89332771,-11.0994015,-10.3378267,-10.1356525,-8.968647,-9.867731822380952,0.0,0.0
decoy49.ZINC64604927,-8.31509972,-9.46847248,-10.0721083,-9.58588886,-10.1120672,-9.83221054,-9.39675808,-9.50073814,-8.73662853,-7.74887037,-8.25253105,-8.29721451,-9.0666008,-9.0778656,-10.1101131,-8.73637009,-8.18545628,-10.380827,-8.89346409,-10.6566563,-8.41785622,-9.183037964761908,0.0,0.0
decoy433.ZINC13101546,-8.71831322,-8.84224796,-9.79706001,-9.83001137,-9.70514679,-10.4723415,-8.84378242,-9.24831676,-9.25723267,-8.46855831,-8.46706581,-8.3742075,-9.31184483,-8.57109928,-10.0745459,-10.2701397,-8.68930721,-9.61917305,-9.22370148,-9.31720638,-9.12846565,-9.24903656190476,0.0,0.0
decoy1264.ZINC03311711,-8.21203423,-8.82431507,-8.63296509,-9.0899868,-9.12768936,-9.28504848,-8.76626205,-8.41528225,-8.89411259,-7.72632551,-8.48809719,-8.42896652,-8.81192684,-8.15891361,-9.2122221,-8.33182049,-9.43626976,-10.3291655,-8.76473999,-8.12969589,-8.44418812,-8.738572735238096,0.0,0.0
decoy2332.ZINC36807411,-8.71152592,-10.2053556,-10.5329361,-9.83556652,-11.0142889,-11.1078014,-10.1320667,-10.8208065,-10.242589,-8.36956596,-9.76435566,-10.8628635,-10.2851782,-9.43353939,-10.377758,-10.4919462,-8.45134735,-11.3833838,-10.1102781,-10.6839495,-10.1751261,-10.142487066666664,0.0,0.0
decoy4230.ZINC65168280,-7.44325161,-7.90103388,-8.72659969,-8.01435947,-7.64601135,-7.68958902,-7.93171358,-8.2382288,-8.15369701,-7.61631584,-7.89755392,-8.44761848,-8.22088814,-7.648139,-8.29351807,-7.93467093,-7.86471033,-8.49688435,-8.08561707,-8.39171886,-8.81767559,-8.069514047142857,0.0,0.0
decoy166.ZINC09065728,-10.5203524,-9.75850773,-10.2528191,-10.4734211,-10.516489,-11.4260387,-9.57312489,-10.1448364,-10.7738352,-9.80815029,-10.4462032,-10.4171343,-12.0053158,-10.6168013,-10.5284262,-10.8160391,-10.9099903,-12.6628523,-11.0187569,-10.181325,-10.638648,-10.642336533809523,0.0,0.0
decoy3980.ZINC07470952,-8.09295368,-8.25948048,-8.24945831,-8.92298603,-8.46790791,-7.7042675,-8.22724724,-8.00359154,-8.10330009,-8.70976162,-6.8621707,-7.41433287,-7.95925331,-8.0886898,-7.92862129,-8.926507,-8.04625702,-9.13177681,-8.87417507,-7.98815584,-7.03714085,-8.142763569523808,0.0,0.0
decoy4251.ZINC27489451,-6.14841652,-6.40363884,-6.5264883,-6.92034388,-6.78304434,-7.52733231,-6.4497118,-7.23335838,-6.7829814,-6.16123438,-7.04779482,-7.01544666,-6.8797493,-6.49112129,-6.61446333,-7.28311968,-7.08068657,-7.45810699,-6.88816595,-7.37499762,-7.15373993,-6.867806775714284,0.0,0.0
decoy1634.ZINC04478001,-7.93000031,-8.08022118,-9.21008015,-7.90099669,-8.33291245,-9.67638683,-8.18701458,-8.8150959,-8.28786182,-7.46354055,-8.04149437,-9.02179527,-9.1004858,-7.98220301,-10.6742411,-9.20111847,-7.99539709,-8.62902451,-8.5387907,-8.99309444,-7.50079775,-8.55059776047619,0.0,0.0
decoy1787.ZINC04577465,-7.5753746,-8.45841217,-8.77471447,-10.1532297,-8.13124371,-8.80210686,-8.42348099,-8.55008507,-8.19043446,-8.25896072,-8.11693096,-8.21289253,-8.61312389,-8.01378345,-9.51047516,-8.35905743,-8.3250742,-9.7687645,-9.05550289,-8.68285942,-9.11927891,-8.62360886142857,0.0,0.0
decoy2334.ZINC08594248,-7.83499432,-9.72025681,-10.364254,-9.62709427,-9.31689739,-10.0364008,-9.47202969,-8.96863079,-10.3217373,-9.34935379,-8.23668575,-10.1232357,-10.1935873,-9.59133625,-11.1393557,-10.2681513,-10.1991177,-11.3180914,-9.57885265,-9.30994511,-9.80467701,-9.751175477619048,0.0,0.0
decoy1156.ZINC38565227,-8.31748676,-8.91711617,-9.7848444,-8.04043674,-9.06876945,-11.4420671,-8.79821014,-9.80311012,-9.66976833,-7.75652456,-8.19795609,-8.51562786,-8.91148949,-8.80841827,-9.64043427,-9.93125153,-8.6042757,-10.5436373,-8.83227253,-10.0389709,-9.17440128,-9.18081280904762,0.0,0.0
decoy2865.ZINC09577679,-8.75281143,-8.53552818,-9.97052097,-9.31461334,-9.48546982,-10.3480072,-8.44222641,-9.5392313,-8.84946346,-8.73749447,-9.64003086,-8.79558849,-9.41145992,-8.69180965,-9.993783,-9.4394989,-8.97735023,-10.399188,-9.22017956,-8.75813866,-8.90556622,-9.247998098571427,0.0,0.0
decoy4661.ZINC14012435,-8.56302166,-9.24616909,-9.29623604,-9.3318243,-9.47344112,-9.52194786,-9.25466156,-8.64922428,-8.34169579,-7.81262255,-8.25116539,-8.25866222,-8.50668049,-7.86636877,-10.3638706,-8.76946926,-8.1478138,-9.82679462,-8.21627808,-9.00733185,-7.10309315,-8.752779641904759,0.0,0.0
active40.CHEMBL1164323,-8.49831963,-9.21354389,-10.5369263,-10.2725315,-10.2005682,-10.0692644,-8.98820305,-9.96865177,-11.1176186,-8.45267677,-10.4876747,-9.6145134,-9.97603512,-9.88505745,-10.520195,-10.6707582,-8.24370575,-11.7788467,-10.072094,-10.3851147,-9.70379925,-9.936004684761905,0.0,0.0
decoy1274.ZINC12209602,-7.55628681,-9.00403118,-8.61130238,-8.46497631,-9.57480812,-9.4639864,-9.01593685,-9.94598007,-8.80956745,-8.46066856,-8.47291279,-9.14703465,-9.25639057,-8.9355526,-9.55121613,-9.94553471,-9.09492111,-10.6503696,-9.16830635,-10.4801865,-8.77549839,-9.16121273952381,0.0,0.0
decoy1913.ZINC38707824,-7.82182837,-8.87330532,-8.12806416,-7.15088701,-8.76013088,-9.66018105,-8.88451958,-9.16675282,-9.09392548,-6.82956409,-7.24278116,-8.06493092,-9.97056389,-7.5705409,-9.66336632,-8.99814034,-7.19421625,-9.45684624,-9.60697651,-8.93452263,-7.43593311,-8.50037985857143,0.0,0.0
decoy4651.ZINC08263719,-7.1234107,-6.73065376,-8.83124352,-6.87384892,-7.64117336,-7.15145111,-7.39475489,-7.25643396,-7.64603853,-7.6801734,-6.94359493,-7.21796513,-8.03590584,-7.53554964,-8.25652504,-8.30010033,-7.65000057,-9.02155495,-7.88231421,-8.88474655,-7.38578987,-7.6877728195238095,0.0,0.0
decoy2108.ZINC04477722,-7.01932955,-7.50659466,-7.53773785,-7.85872364,-7.7288518,-7.76144552,-7.57668781,-7.65715408,-8.05874443,-6.53917933,-6.70517302,-7.80804825,-7.0476222,-7.19863749,-7.59006834,-7.99340057,-7.34794617,-8.47727489,-8.04383564,-7.8560257,-7.42187881,-7.558779035714286,0.0,0.0
decoy3093.ZINC40123724,-7.64411592,-8.38659668,-8.39091301,-7.20011377,-9.03819466,-9.65576458,-8.58099174,-8.16213322,-9.09863281,-7.22009325,-6.33514071,-8.16470432,-7.00982857,-8.57788563,-8.32886314,-9.0602169,-6.97449589,-9.08362007,-8.99329376,-9.04413319,-7.79236984,-8.225814364761906,0.0,0.0
decoy3127.ZINC39480758,-6.52210188,-7.98072338,-8.92363739,-6.71917009,-8.51501846,-8.52509403,-7.91076374,-8.44834423,-8.15393162,-7.38431168,-8.51173115,-8.72276115,-8.23422337,-7.99676132,-9.26179695,-9.0601244,-8.03373814,-9.45049953,-7.67854118,-8.96629715,-7.03733969,-8.192233834761904,0.0,0.0
decoy4793.ZINC14672919,-7.23625469,-8.43093395,-8.8582468,-9.02804852,-8.49502468,-9.93573761,-8.60034466,-8.59139919,-7.90916348,-7.96639395,-7.29650354,-7.93257999,-9.61952877,-8.1463232,-8.94082069,-9.21969128,-8.34814835,-9.32143593,-8.2273035,-8.66935349,-8.74260902,-8.548373585238094,0.0,0.0
decoy4791.ZINC46642978,-8.76510906,-8.92899418,-10.463769,-9.99235535,-9.30966187,-10.3551817,-8.84514618,-9.24667358,-9.40202618,-9.46153164,-9.59118176,-9.04997444,-9.78103065,-8.96126652,-9.22855473,-9.21886539,-9.46122837,-10.9411974,-9.32601261,-9.27061176,-10.0208941,-9.505774593809523,0.0,0.0
decoy3554.ZINC31662111,-7.11750793,-8.77219868,-8.89306641,-9.32529163,-8.93829823,-10.0029469,-8.79124832,-9.1487608,-9.56086826,-7.76315308,-7.44883537,-8.09669971,-7.59376049,-8.1253643,-9.81693077,-9.50539398,-8.08217144,-9.36477757,-9.58945942,-8.9671793,-7.89115572,-8.704527062380953,0.0,0.0
decoy276.ZINC23873346,-8.87254238,-9.56030083,-10.5341368,-8.7448988,-9.81200218,-10.6291008,-9.25615025,-10.1440611,-8.12690544,-7.86768055,-9.03482151,-10.3815098,-8.98859978,-9.29866219,-10.7793722,-10.5149012,-8.51371574,-10.4455729,-9.9367609,-9.8370266,-8.10518742,-9.494471874761906,0.0,0.0
decoy3759.ZINC13424360,-9.18416405,-8.8696413,-8.76920986,-8.86497307,-8.83257961,-9.55417633,-8.83141899,-9.0936718,-8.37034035,-8.48756981,-7.99225092,-9.7352562,-10.7820616,-8.46844196,-9.83451462,-9.42983627,-8.92743778,-10.8232841,-8.46986961,-8.47693539,-8.71112061,-9.071845439523807,0.0,0.0
decoy3570.ZINC13142386,-5.71427965,-7.68370295,-8.15812683,-6.42740679,-7.40651178,-6.10399961,-7.77338362,-6.38205624,-5.49335766,-6.0305357,-6.64702797,-6.75294399,-6.05965042,-6.17096376,-7.37043571,-6.91630507,-6.42576075,-8.0016222,-8.16774178,-6.87343979,-5.60138416,-6.769554115714285,0.0,0.0
decoy985.ZINC35748919,-8.42450142,-8.66866207,-9.75550842,-9.33660984,-8.74793053,-9.54458618,-9.44795799,-8.42015743,-8.42318535,-7.44468784,-8.02591801,-8.50820446,-10.0179863,-9.60087109,-9.52103901,-9.12325668,-7.84552956,-10.9893684,-7.84816265,-9.54836464,-8.30141163,-8.930661880952378,0.0,0.0
decoy3107.ZINC17243113,-6.8414793,-9.4606123,-8.69742012,-6.97918749,-8.08476639,-7.37087345,-9.45989513,-7.43415451,-6.31261921,-6.66273785,-6.90309525,-9.4800415,-6.67214441,-7.51785755,-7.86013651,-8.22843933,-5.98925495,-7.93340015,-8.36717606,-7.39263725,-6.88297892,-7.644328934761905,0.0,0.0
decoy4224.ZINC32924686,-9.10518074,-8.59068775,-9.73961163,-9.24027252,-9.30418205,-9.80307198,-8.61725235,-9.30364799,-9.125103,-9.14663219,-8.50857067,-9.15349197,-10.1943865,-9.20535088,-9.69008541,-9.70132828,-9.40070438,-10.2706232,-8.79638004,-9.42579937,-9.44560432,-9.322284153333333,0.0,0.0
decoy1625.ZINC67189739,-7.93770695,-8.37881851,-8.2909832,-7.965137,-7.20713139,-8.05379105,-8.26707935,-7.4182291,-7.74145174,-7.73336506,-7.05443525,-8.84401608,-7.99840355,-8.27645111,-7.37345362,-7.69731998,-8.14314175,-8.49677277,-8.18304729,-7.46223879,-7.19902945,-7.8915239519047615,0.0,0.0
decoy4243.ZINC07725948,-7.97941303,-7.89272499,-8.11168194,-7.60039186,-9.01920795,-7.73217535,-7.78903198,-9.56624222,-7.86124039,-6.63884115,-7.14198637,-8.62296009,-8.77084637,-7.69535255,-8.27939224,-9.77616978,-7.72759438,-9.49254513,-8.2015543,-9.12437534,-7.06287384,-8.19460005952381,0.0,0.0
decoy678.ZINC20863758,-8.01162815,-8.72036934,-9.62961769,-9.43086243,-9.12649822,-9.371418,-8.70258045,-9.16334629,-8.79287338,-8.66068268,-8.56826973,-9.8922987,-10.0117559,-9.22775459,-9.05093288,-9.4917345,-8.33624554,-10.6473169,-9.10953903,-9.3426609,-8.84999847,-9.149446846190475,0.0,0.0
decoy1696.ZINC23125678,-8.73632812,-9.42542362,-10.2482328,-10.6536245,-9.02651787,-11.0732384,-9.60891914,-9.20694256,-9.53750992,-9.09021091,-9.29530525,-9.21150684,-10.0954123,-9.63644886,-8.30072021,-9.7913475,-9.95493698,-11.4678946,-9.59652519,-9.67985249,-9.02651024,-9.65063849047619,0.0,0.0
decoy1512.ZINC44320465,-8.11837387,-9.56723595,-9.11165333,-9.07034111,-9.78819561,-10.2889357,-9.68310928,-10.4188414,-9.25727558,-8.00705147,-8.68039989,-9.66226673,-9.89757061,-7.91247654,-10.6690836,-10.0801735,-8.02908611,-10.4891768,-8.97040367,-10.0445366,-7.15276194,-9.280902347142858,0.0,0.0
decoy2160.ZINC49063474,-5.15419817,-6.40666533,-6.85468435,-7.67517614,-6.572155,-6.76212072,-6.54678392,-6.92377234,-6.81274748,-5.77483225,-6.16453648,-6.15667152,-5.05971193,-5.91018343,-6.33266687,-6.66142225,-6.08514595,-6.72372723,-6.35196114,-6.82712793,-5.40720034,-6.341118608095239,0.0,0.0
decoy1035.ZINC15504218,-7.34554625,-8.22220421,-9.99419785,-7.26274204,-9.30313587,-8.69150829,-8.21032143,-9.15462685,-6.76397371,-7.19215775,-7.79002571,-8.32193089,-7.21078968,-9.42635822,-9.01718235,-9.07122231,-7.36443138,-9.09125996,-8.16056824,-8.26951027,-7.69234514,-8.264573257142857,0.0,0.0
decoy1183.ZINC13568621,-7.41250372,-8.37478161,-8.7166357,-7.45448875,-9.17207336,-8.14533234,-8.1770401,-9.68184185,-8.87372017,-6.41342545,-6.71208811,-8.79404068,-7.43297958,-7.70559883,-7.98826551,-9.06263733,-6.83952475,-10.6458473,-10.1656637,-9.98687935,-6.32663441,-8.289619171428573,0.0,0.0
decoy1638.ZINC13562259,-8.88938618,-9.41810322,-9.03275871,-8.47149563,-8.75627518,-10.6152964,-9.412117,-10.0021868,-9.21359158,-8.39584351,-8.63762569,-9.72997761,-7.43766403,-9.27332115,-8.71654415,-9.05031872,-9.38102245,-10.590229,-9.44994259,-10.5165949,-8.25510311,-9.202161790952381,0.0,0.0
decoy417.ZINC11908845,-7.84501505,-9.36554909,-9.60974503,-8.89722443,-10.1785593,-8.31749916,-9.43978596,-10.0784025,-8.82874012,-7.67765379,-8.37584019,-8.21989632,-8.51064873,-9.61835194,-9.33876991,-10.5372496,-7.6690135,-10.617197,-9.60742378,-9.66635895,-7.84324026,-9.059150695714285,0.0,0.0
decoy1454.ZINC40052083,-7.18043137,-7.47595263,-7.83168793,-7.05706358,-8.38162422,-7.35165644,-7.56889725,-7.62466812,-6.30856705,-6.63306189,-7.06368589,-7.24368,-7.03644085,-7.83022499,-9.12288666,-8.76970196,-7.07768965,-8.34576321,-7.88826227,-7.68191957,-7.14208698,-7.553140595714286,0.0,0.0
decoy3102.ZINC50753002,-6.47545099,-7.44289589,-8.13454819,-7.45148993,-7.7927928,-8.42838097,-8.01102734,-6.59359646,-7.94321442,-6.0445447,-6.903759,-6.75415134,-6.64675665,-7.72882223,-8.54487038,-6.75306129,-6.74576807,-8.52707005,-8.48648834,-9.39661884,-6.47328568,-7.489456836190477,0.0,0.0
decoy3708.ZINC36795251,-6.98817492,-7.65200853,-7.55106306,-7.81865644,-8.25734329,-7.11277199,-7.59529686,-8.65758038,-7.95031404,-6.71034479,-7.28744936,-7.66702795,-7.84949684,-7.21201706,-7.86669874,-8.30629253,-7.71734381,-8.6097765,-7.41479158,-8.30685139,-6.76138735,-7.680604162380952,0.0,0.0
decoy4087.ZINC12501703,-7.41847515,-7.83503532,-8.53521729,-8.42705727,-8.53090763,-9.45454597,-7.81258869,-9.25153351,-8.80943775,-7.95815277,-7.72842169,-8.10236645,-8.3929472,-8.07495213,-8.04283524,-8.96039677,-8.04707909,-10.0163355,-8.24460316,-9.11804581,-7.3279357,-8.385184290000002,0.0,0.0
decoy2471.ZINC33351657,-6.77397823,-7.63430262,-9.12498856,-6.86394691,-8.39318562,-8.56416225,-8.15746975,-9.34164715,-7.08458996,-6.4875083,-6.86466217,-7.40629625,-7.2854743,-8.52006054,-9.64721107,-8.03076649,-7.24676371,-9.45620632,-8.58038425,-9.38428211,-6.90871716,-7.988409700952383,0.0,0.0
decoy4174.ZINC64230569,-7.11163712,-8.45266628,-9.20791912,-8.36808777,-7.73310232,-8.31466389,-8.43616199,-8.11061287,-8.5396328,-7.72910118,-7.91883469,-8.07152367,-7.76451635,-8.6318512,-7.56809902,-8.0286274,-8.41331387,-9.27305889,-8.42425823,-7.9737134,-8.46134853,-8.215844313809523,0.0,0.0
decoy367.ZINC13354332,-7.43506718,-8.25116348,-9.41703892,-8.27924347,-9.09742737,-10.0751381,-8.19960117,-8.66663074,-7.31495953,-7.4588685,-7.08039618,-7.5969162,-8.00211906,-8.27402973,-8.97880268,-9.21069336,-7.36469603,-9.95211506,-8.61501694,-9.19713497,-7.49996328,-8.379381997619047,0.0,0.0
decoy2414.ZINC15735403,-7.3084898,-6.78939533,-9.39651775,-6.92344046,-5.84336901,-6.17428732,-6.85905218,-6.40815115,-6.69365883,-6.50756693,-6.21856594,-7.55570602,-7.50087404,-7.46013975,-5.67794323,-6.3215661,-6.01246643,-8.49961662,-7.14190531,-6.16700745,-6.75736427,-6.867480186666667,0.0,0.0
decoy3164.ZINC13177453,-7.96949434,-7.94267178,-7.96246386,-7.98215628,-7.66006947,-8.98021317,-7.85775232,-8.14799881,-7.19271088,-7.04395676,-7.49157,-8.17739105,-7.83043718,-7.4322238,-8.53730011,-7.98537731,-7.40677452,-9.11233044,-8.57784176,-8.40056515,-7.72829247,-7.972361498095241,0.0,0.0
decoy3126.ZINC38545797,-8.18788719,-8.50139618,-9.26284027,-7.27948952,-8.82952213,-10.0168018,-8.48128796,-7.72481632,-7.0937891,-6.77846527,-7.96423197,-8.36576366,-6.88420963,-7.37065411,-9.02715969,-7.79070711,-7.46038008,-9.77019024,-9.08648491,-7.52657652,-7.60675716,-8.143305277142858,0.0,0.0
decoy3192.ZINC40091569,-6.93679857,-7.32755041,-9.12848949,-7.36511993,-7.17034912,-7.62501717,-7.33082867,-7.71036959,-8.1747942,-6.43870163,-7.30838346,-7.38541269,-7.98495102,-8.27042198,-8.63272667,-9.35946369,-7.33096504,-8.66758537,-8.31672382,-7.95756292,-6.99442577,-7.781744819523808,0.0,0.0
active83.CHEMBL572842,-8.75560379,-9.2748003,-9.68947792,-9.78026295,-10.4004984,-9.57160568,-9.65456486,-10.3236055,-9.61559963,-8.25201416,-9.03115654,-9.53510857,-8.70893764,-9.19152641,-9.40387917,-10.7930994,-9.87541771,-10.3783522,-9.65520477,-10.0190306,-11.5192728,-9.687096142857145,0.0,0.0
decoy2082.ZINC52860878,-7.32531214,-7.92442846,-8.04526806,-8.31505775,-8.58269024,-8.55701447,-7.87437963,-8.68773556,-7.79983616,-6.51246214,-7.25781393,-7.9853797,-8.73105526,-7.42871094,-8.62064362,-9.59383392,-7.4668622,-8.91797352,-8.18309498,-8.53579044,-7.02019072,-8.06502542095238,0.0,0.0
decoy693.ZINC39578744,-7.108325,-8.90773869,-9.69794941,-8.84623814,-8.06026459,-8.33148956,-8.25357819,-8.72893047,-8.98306561,-6.60523748,-7.59289026,-8.64269638,-8.2461853,-8.40175247,-8.90789032,-9.262146,-8.24722195,-9.92224026,-8.84439182,-9.12160683,-7.07265806,-8.46592841857143,0.0,0.0
decoy1029.ZINC11919232,-7.75018835,-8.41656017,-8.90144348,-7.92960739,-8.08744431,-8.57059956,-8.43672752,-7.6203618,-8.06339931,-8.00669861,-7.61145592,-8.95518017,-7.85592318,-8.30182362,-9.25609016,-8.05683708,-7.70382977,-9.85322285,-8.73126793,-7.5607295,-8.60066319,-8.298573993809525,0.0,0.0
